Number	turns	FirstSubmit	RewriteCount	DialogueLen	dia_dc_score	dia_fk_score	dialogue_bert_pp	Mal_label	Mal_number	Nonmal_number	my_split	WorkTimeInSeconds	worker_score	lifetime_ranking
4998	5	0	0	71	7.14	96.54	23.25	1	1	4	train	59	90	96
4999	6	0	0	105	12.14	119.77	23.74	1	1	5	test	54	90	96
5000	4	0	0	42	8.51	112.91	22.33	1	1	3	train	53	90	96
5001	5	1	0	64	8.06	95.12	23.06	1	1	4	train	148	95	153
5003	4	0	0	48	7.84	91.78	22.57	1	1	3	train	45	90	96
5006	7	0	0	109	9.31	83.85	23.21	0	0	7	test	80	90	96
5010	8	0	0	91	9.33	95.78	22.6	1	2	6	test	116	95	153
5011	10	0	0	101	10.81	112.12	22.8	1	2	8	train	54	90	96
5014	7	0	0	88	11.43	115.22	23.22	1	1	6	train	22	90	96
5015	9	0	0	141	8.36	103.43	22.88	1	3	6	train	233	100	276
5016	3	0	0	39	8.62	89.67	23.83	1	2	1	train	54	90	96
5017	4	0	0	52	9.64	91.41	22.7	1	1	3	test	27	90	96
5018	9	0	0	94	9.41	101.26	22.29	1	1	8	train	50	95	133
5019	4	0	0	79	7.7	92.25	24.28	1	2	2	train	106	95	163
5020	6	0	0	53	9.52	84.34	23.64	1	1	5	train	107	90	96
5021	4	0	0	80	6.93	89.03	23.79	1	2	2	test	62	90	96
5023	4	0	0	47	11.05	112.47	23.32	0	0	4	test	40	90	63
5024	10	0	0	141	7.88	97.72	23.11	1	4	6	train	99	90	96
5025	4	0	0	86	7.15	69.65	24.42	1	3	1	train	73	90	96
5026	7	0	0	89	11.43	110.58	23.04	1	4	3	test	56	90	63
5027	3	0	0	47	7.54	101.7	22.93	1	2	1	train	20	90	96
5028	8	0	0	169	8.31	94.99	23.24	0	0	8	test	50	90	96
5031	6	0	0	42	9.34	103.74	22.25	1	1	5	train	44	90	96
5034	3	0	0	57	8.42	77.9	23.35	1	1	2	train	23	90	96
5035	9	0	0	55	10.83	105.26	22.23	1	3	6	train	90	90	96
5036	4	0	0	63	8.72	77.1	22.78	1	1	3	train	171	90	96
5037	5	0	0	43	9.58	83.57	22.28	1	1	4	train	120	95	163
5038	6	0	0	103	10.11	114.82	23.37	1	1	5	train	35	90	96
5039	6	0	0	102	8.6	105.65	23.61	1	4	2	train	111	90	96
5041	8	0	0	140	6.63	86.66	23.05	1	2	6	train	49	90	63
5042	4	0	0	47	9.3	110.87	22.54	1	2	2	train	46	90	96
5043	6	0	0	146	6.47	91.48	23.56	1	1	5	test	44	90	63
5046	3	0	0	56	7.99	99.23	23.36	1	1	2	train	174	90	296
5047	5	0	0	54	10.41	114.56	23.02	1	4	1	train	60	90	96
5049	10	0	0	208	10.55	117.39	23.92	1	3	7	test	58	90	63
5050	10	0	0	162	8.26	99.25	22.94	1	3	7	train	51	90	63
5051	4	0	0	63	7.94	62	22.72	1	1	3	train	82	95	163
5052	3	0	0	39	8.48	88.29	22.85	1	1	2	train	296	90	365
5053	8	0	0	52	8.53	90.3	22.78	1	1	7	train	115	95	163
5054	7	0	0	90	10.03	95.2	23.08	1	2	5	train	93	95	153
5055	4	0	0	39	5.58	93.28	21.94	1	3	1	train	72	100	87
5057	8	0	0	54	7.73	100.19	22.49	1	2	6	train	28	90	96
5058	5	0	0	83	9.06	103.17	23.79	1	1	4	train	120	90	187
5060	4	0	0	47	8.81	80.29	22.51	1	1	3	train	80	90	96
5061	3	0	0	43	6.93	79.55	23.11	1	1	2	test	17	90	96
5062	4	0	0	53	7.54	81.99	22.41	1	1	3	train	52	90	96
5064	6	0	0	42	7.25	88.31	22.57	1	2	4	train	84	90	96
5066	5	0	0	54	7.8	90.72	22.83	1	3	2	train	54	95	133
5067	3	0	0	33	8.27	77.08	22.66	1	1	2	train	90	90	187
5068	4	0	0	53	8.37	76.98	22.7	1	1	3	train	35	95	138
5069	8	0	0	64	13.43	105.6	23.06	1	1	7	train	58	90	96
5070	7	0	0	84	7.63	94.59	23.05	1	3	4	train	108	95	138
5071	4	0	0	65	6.71	98.37	23.3	1	3	1	train	163	90	96
5076	5	0	0	84	6.96	85.77	22.91	1	1	4	train	61	95	138
5077	6	0	0	62	8.91	96.76	23.09	1	1	5	train	73	90	96
5078	4	0	0	48	9.41	102.62	22.84	0	0	4	test	95	90	96
5079	10	0	0	83	10.35	87.48	22.28	1	5	5	train	372	95	163
5080	9	0	0	93	12.48	118.46	22.82	1	1	8	train	62	90	96
5081	4	0	0	68	8.85	66.81	23.77	1	2	2	train	86	95	163
5082	4	0	0	56	7.52	107.54	22.92	1	1	3	train	63	90	96
5084	5	0	0	83	7.18	91.97	23.53	1	2	3	test	69	90	96
5085	5	1	0	55	9.42	98.87	22.81	1	1	4	train	173	95	160
5087	5	0	0	68	9.98	94.81	22.88	1	3	2	train	45	90	96
5088	3	0	0	33	8.35	90.79	22.59	1	1	2	test	74	100	176
5089	3	0	0	38	7.75	83.35	22.79	1	2	1	train	65	90	96
5090	7	0	0	136	10.09	114.77	23.28	0	0	7	test	79	90	96
5091	7	0	0	62	8.73	100.62	22.63	1	2	5	train	103	95	153
5092	6	0	0	77	9.4	82.48	22.56	1	1	5	train	45	90	96
5093	3	0	0	40	9.45	76.25	23.36	1	1	2	train	39	90	96
5094	7	0	0	104	10.65	84.5	22.87	1	2	5	train	52	90	96
5096	10	0	0	166	5.48	100.52	22.98	1	1	9	train	227	90	96
5097	5	0	0	40	10.92	103.74	22.48	1	2	3	test	24	90	96
5098	10	0	0	77	11.41	85.52	22.81	1	3	7	train	34	90	96
5100	7	0	0	69	6.88	100.73	22.84	1	2	5	train	25	90	96
5101	6	0	0	60	10.35	76.26	22.59	1	3	3	train	58	90	96
5103	3	0	0	52	8.78	79.43	22.94	1	1	2	test	35	90	96
5104	4	0	0	48	8.6	80.93	23.26	1	1	3	train	22	90	96
5106	4	0	0	69	7.35	85.75	23.04	1	1	3	train	46	90	96
5110	5	0	0	73	6.72	72.63	23.11	1	3	2	train	82	90	96
5113	3	0	0	64	6.66	72.63	23.22	1	2	1	train	80	90	96
5114	5	0	0	94	7.61	94.43	24.18	1	2	3	train	116	95	138
5117	4	0	0	47	11.26	110.26	23.31	1	1	3	train	58	90	96
5118	6	0	0	84	9.36	116.89	22.89	1	2	4	train	93	95	140
5121	4	0	0	70	7.61	72.96	23.85	1	4	0	train	118	100	176
5122	4	0	0	47	11.96	107.93	23.08	1	3	1	train	61	90	96
5123	3	0	0	35	6.87	86.01	22.71	1	1	2	train	87	90	187
5125	3	0	0	46	6.66	88.42	22.53	1	1	2	train	59	90	96
5126	7	0	0	154	11.03	108.95	23.26	1	2	5	train	88	90	96
5127	4	0	0	64	7.35	101.86	23.26	1	1	3	train	78	90	96
5129	4	0	0	48	9.77	103.71	22.4	1	2	2	train	134	100	217
5130	5	0	0	74	11.49	106.11	23.52	1	2	3	test	107	95	163
5133	4	0	0	78	7.31	87.41	23.94	1	3	1	train	34	90	96
5134	6	0	0	123	8.48	96.45	23.22	1	2	4	train	40	90	63
5136	7	0	0	102	7.45	87.17	23.01	1	3	4	train	62	95	138
5137	4	0	0	38	7.52	89.09	22.61	1	1	3	train	110	90	96
5138	4	0	0	90	9.03	85.11	23.77	1	1	3	test	86	90	187
5139	7	1	0	85	7.77	90.72	22.74	1	2	5	train	160	90	221
5140	4	0	0	72	8.78	67.01	23.22	1	2	2	test	72	90	96
5141	4	0	0	40	7.84	98.72	22.72	0	0	4	test	96	90	96
5143	7	0	0	110	9.09	101.9	23.17	1	2	5	test	100	90	187
5144	5	0	0	113	7.8	87.65	24.2	1	3	2	train	87	90	96
5145	10	0	0	97	11.61	121.56	22.61	1	3	7	train	89	90	96
5146	8	0	0	159	8.8	63.85	23.18	1	7	1	train	115	90	96
5147	4	0	0	93	6.74	75.25	23.28	1	2	2	train	62	90	96
5148	10	0	0	189	8.13	81.79	23.5	1	3	7	train	42	90	96
5149	7	0	0	67	9.2	100.22	22.55	1	3	4	train	78	90	96
5150	4	0	0	38	9.63	76.59	22.6	1	3	1	train	63	90	96
5153	7	0	0	120	10.78	116.34	23.43	1	2	5	train	39	90	63
5154	4	0	0	58	8.35	80.83	23.12	1	1	3	train	46	90	96
5155	4	0	0	93	9.44	65.68	23.65	1	1	3	train	177	90	96
5156	3	0	0	48	8.01	102.33	23.2	1	1	2	test	164	100	254
5158	5	0	0	110	12.73	127.32	23.92	1	1	4	train	47	90	96
5159	7	0	0	62	9.99	96.41	22.26	1	1	6	train	45	90	63
5160	7	0	0	116	8.23	88.15	23.26	1	3	4	test	323	100	254
5161	9	0	0	61	6.82	82.07	22.03	1	1	8	train	49	95	138
5163	3	0	0	79	9.6	90.11	24.86	1	1	2	train	61	90	96
5164	4	0	0	58	7.59	91.95	22.82	1	1	3	train	84	95	160
5165	4	0	0	56	7.38	90.92	22.35	1	3	1	test	38	90	96
5167	8	0	0	82	7.93	94.81	22.49	1	1	7	train	130	90	96
5169	4	0	0	67	8.3	102.42	23.25	1	1	3	test	92	95	153
5170	4	1	0	71	7.06	95.17	23.62	1	1	3	test	108	95	154
5171	4	0	0	37	8.07	88.29	22.11	1	2	2	train	61	90	96
5172	4	0	0	79	7.65	81.67	23.1	1	2	2	train	100	95	163
5174	10	0	0	112	8.34	95	22.64	1	2	8	train	118	90	96
5175	7	0	0	84	7.9	84.46	23.07	1	1	6	train	74	90	96
5176	3	0	0	74	5.92	95.29	24.16	1	2	1	train	37	90	63
5179	3	0	0	39	9.55	99.93	22.75	1	1	2	train	39	90	96
5180	7	0	0	47	10.53	91.57	22.4	1	1	6	train	62	90	96
5182	3	0	0	48	8.39	66.67	23.19	1	2	1	train	61	90	96
5184	9	0	0	119	8.17	92.52	22.84	1	4	5	train	105	90	96
5185	10	0	0	198	8.5	73.9	23.4	1	3	7	test	123	90	96
5187	5	0	0	43	8.21	89.68	23	1	1	4	test	45	90	96
5188	4	0	0	53	10.37	86.01	23.39	1	2	2	train	90	95	163
5189	10	0	0	136	9.62	104.08	23.47	1	1	9	train	207	95	163
5191	3	0	0	36	9.8	96	22.61	1	1	2	train	51	90	96
5192	6	0	0	74	6.8	98.64	22.34	1	2	4	test	33	90	96
5193	4	0	0	82	10.06	101.18	23.39	1	1	3	train	101	90	96
5195	9	0	0	179	9.29	79.04	23.47	1	2	7	train	78	90	96
5197	3	0	0	51	12.84	98.29	23.04	1	2	1	train	73	90	96
5198	6	1	0	111	7.11	81.06	23.23	1	3	3	train	160	100	175
5199	9	0	0	60	9.61	97.19	21.65	1	6	3	train	61	95	133
5200	4	0	0	64	7.96	83.61	23.82	1	2	2	train	64	90	96
5202	3	0	0	66	8.75	69.39	23.17	1	1	2	test	67	90	96
5204	7	0	0	172	8.29	82.3	24.48	1	1	6	train	103	90	96
5206	7	0	0	66	10.61	103.62	22.8	1	1	6	train	67	90	96
5209	5	0	0	49	12.08	100.18	23.08	1	4	1	train	63	90	96
5210	6	0	0	74	8.96	68.9	23.03	1	3	3	test	119	90	96
5211	5	0	0	46	9.85	88.96	22.27	1	3	2	train	70	90	96
5212	7	0	0	96	9.45	85.92	23.12	1	1	6	train	67	90	96
5213	3	0	0	47	8.58	88.84	22.74	1	1	2	test	100	95	163
5214	4	0	0	78	7.76	87.39	23.74	1	1	3	train	34	90	96
5215	8	0	0	119	6.92	85.54	22.62	1	4	4	train	157	90	96
5216	4	0	0	39	8.53	56.33	22.58	1	1	3	train	114	100	119
5220	7	0	0	102	7.22	80.27	23	1	1	6	train	183	90	96
5222	3	0	0	45	7.35	88.26	23.11	1	2	1	train	48	90	96
5223	4	0	0	78	9.33	76.56	23.7	1	2	2	train	63	90	96
5224	7	0	0	76	6.73	99.45	22.78	1	1	6	test	40	90	63
5225	4	0	0	71	9.83	109.56	22.91	1	1	3	train	93	90	96
5226	7	0	0	97	8.66	95.96	22.51	1	5	2	train	34	90	96
5229	3	0	0	44	9.28	112.91	23.08	1	1	2	train	62	90	96
5230	10	0	0	124	12.52	114.84	22.69	1	4	6	test	88	90	63
5231	4	0	0	79	10.33	74.3	23.2	1	2	2	train	190	90	296
5232	4	0	0	40	10.14	84.35	22.72	1	1	3	train	149	90	96
5233	5	0	0	51	6.78	86.64	22.17	1	2	3	train	49	90	96
5234	4	0	0	58	10.58	85.11	23.12	1	1	3	train	42	90	63
5235	4	0	0	41	11.24	77.09	23.28	1	2	2	train	113	90	96
5236	4	0	0	59	7.8	105.08	22.76	1	1	3	train	68	95	163
5237	3	0	0	51	8.17	65.43	23.33	1	2	1	train	87	90	96
5238	7	0	0	50	12.68	104.89	22.35	1	3	4	train	90	100	119
5239	9	0	0	127	8.89	98.35	22.92	1	5	4	train	91	90	96
5241	8	0	0	126	11.12	112.8	23.56	1	1	7	train	44	90	96
5243	3	0	0	33	11.94	91.8	23.18	1	2	1	train	62	90	96
5244	8	0	0	114	8.26	82.91	23.04	1	1	7	train	71	90	96
5245	4	0	0	80	8.04	63.91	23.38	1	2	2	train	73	90	96
5246	6	0	0	37	9.87	82.57	22.36	1	2	4	train	121	95	163
5247	8	0	0	99	6.43	96.51	22.76	1	1	7	test	71	90	96
5248	6	0	0	48	7.48	90.12	22.74	1	2	4	train	33	90	63
5249	9	0	0	123	6.17	103.17	23.15	1	2	7	train	93	90	96
5252	6	0	0	60	12.76	117.24	22.84	1	3	3	train	94	90	96
5253	9	0	0	86	10.1	76.32	22.72	1	2	7	train	51	90	96
5254	5	0	0	85	9.26	71.81	23.37	1	1	4	train	57	90	96
5255	4	0	0	47	12.02	110.12	23.46	1	1	3	train	51	90	96
5256	9	0	0	139	8.03	80.96	23.33	1	1	8	train	70	90	96
5257	8	0	0	133	7.37	99.7	23.43	1	2	6	train	47	90	96
5259	4	0	0	47	10.23	92.36	22.77	1	1	3	train	50	90	96
5260	10	0	0	104	9.73	83.9	22.39	1	2	8	train	38	90	63
5261	3	0	0	37	7.81	98.87	22.93	1	1	2	train	52	90	96
5262	5	0	0	80	7.51	89.15	23.81	1	1	4	train	87	95	163
5265	5	0	0	45	9.29	91.66	22.4	1	1	4	test	62	90	96
5266	10	0	0	146	7.87	97.43	22.75	1	2	8	test	118	90	187
5269	7	0	0	208	12.44	116.46	24.68	1	2	5	train	98	90	96
5270	4	0	0	43	7.8	98.54	22.23	1	1	3	test	94	95	163
5271	9	0	0	174	8.09	98.81	23.57	1	2	7	train	52	90	63
5272	9	0	0	99	12.66	122.81	23.05	1	1	8	train	72	90	96
5273	4	1	0	58	7.77	99.65	22.38	1	3	1	train	284	90	333
5274	4	0	0	62	9.89	98.01	22.2	1	2	2	test	41	90	63
5275	4	0	0	56	10.21	113.65	22.73	1	3	1	train	39	90	96
5276	5	0	0	72	9.99	103.84	22.87	1	2	3	train	39	90	63
5277	4	0	0	55	7.91	72.62	23.32	1	1	3	train	66	90	96
5278	3	0	0	54	8.25	86.81	22.86	1	1	2	train	47	90	96
5279	4	0	0	44	8.88	87.01	22.89	1	2	2	train	93	95	163
5280	6	0	0	122	8.53	73.95	23.74	1	5	1	train	141	95	140
5282	4	0	0	60	7.55	83.89	23	1	1	3	train	54	90	96
5283	3	0	0	47	7.67	77.62	23.12	1	3	0	train	60	90	96
5285	7	0	0	123	9.72	102.92	23.52	1	3	4	train	70	90	96
5286	4	0	0	48	8.89	87.3	22.67	1	1	3	test	50	90	96
5288	5	0	0	73	9.59	107.62	22.68	1	2	3	train	61	95	153
5292	8	0	0	109	9.32	90.7	23.12	1	1	7	train	45	90	63
5293	8	0	0	124	8.24	92.32	23.08	1	1	7	train	99	95	138
5294	4	0	0	65	7.57	87.6	22.58	1	2	2	train	45	90	63
5296	4	0	0	72	8.31	78.9	23.86	1	3	1	train	78	90	96
5300	8	0	0	107	8.18	80.98	22.66	1	2	6	train	131	100	176
5302	8	0	0	145	9.34	69.72	23.43	1	4	4	train	91	90	96
5303	4	0	0	39	8.37	84.04	22.63	1	1	3	train	89	95	153
5305	5	0	0	82	12.74	87.48	22.96	1	1	4	test	92	90	96
5306	4	0	0	49	9.42	90.12	22.79	1	1	3	train	61	90	96
5309	7	0	0	117	8.67	79.84	23.01	1	2	5	train	74	90	96
5311	5	0	0	44	9.88	101.49	22.81	1	1	4	test	88	90	96
5314	6	0	0	118	8.49	90.12	23.65	1	4	2	train	91	90	96
5315	3	0	0	46	6.76	96.06	23.24	0	0	3	test	41	90	96
5316	4	0	0	54	9.26	82.38	23	1	2	2	train	63	90	96
5317	5	0	0	66	9.19	84.52	22.07	1	2	3	train	64	90	96
5318	4	0	0	39	7.81	89.47	22.16	1	2	2	train	56	95	138
5321	3	0	0	33	7.74	88.45	22.44	1	2	1	train	56	90	96
5324	8	0	0	89	8.74	76.81	23.11	1	1	7	train	37	90	96
5325	3	0	0	49	8.5	77.15	23.8	1	1	2	train	115	90	96
5326	8	0	0	145	6.58	84.39	22.84	1	2	6	train	82	90	96
5327	7	0	0	72	9.59	104.09	22.92	1	1	6	test	43	95	140
5328	3	0	0	40	6.05	92.63	22.99	1	2	1	train	44	90	63
5329	10	0	0	47	10.62	83.18	21.66	1	2	8	train	42	90	63
5330	5	0	0	81	13.16	112.93	22.52	1	1	4	train	37	90	96
5332	4	0	0	80	10.1	70.93	24.24	1	1	3	test	68	90	63
5335	4	0	0	55	12.83	122.9	22.96	1	3	1	train	36	90	63
5336	3	0	0	37	7.74	87.15	22.73	1	2	1	test	56	90	96
5337	3	0	0	37	7.94	87.69	22.27	1	2	1	train	61	90	96
5341	4	0	0	63	9.29	76.64	23.58	1	3	1	train	76	90	96
5343	6	0	0	84	7.93	97.43	22.99	1	1	5	train	141	100	185
5344	10	0	0	196	6.71	93.41	23.04	1	1	9	train	93	100	87
5346	4	0	0	50	7.98	98.41	23.04	1	1	3	train	93	100	254
5348	5	0	0	85	6.95	80.6	22.69	1	1	4	train	44	90	63
5349	6	0	0	103	8.58	69.27	23.19	1	2	4	train	36	90	96
5350	4	0	0	81	10.28	69.16	23.4	0	0	4	test	82	90	96
5351	8	0	0	131	8.05	78.65	23.62	1	1	7	train	37	90	63
5352	5	0	0	61	10.6	92.06	22.86	1	1	4	train	310	90	365
5354	4	0	0	47	10.2	104.17	23.31	1	1	3	train	50	90	96
5356	8	0	0	115	6.86	91.9	23.39	1	3	5	test	87	90	96
5357	5	0	0	67	8.42	87.2	22.91	1	2	3	test	32	90	96
5358	7	0	0	41	10.74	98.13	22.02	1	1	6	train	60	90	96
5359	9	0	0	131	10.94	115.62	22.79	1	2	7	train	70	90	96
5361	7	0	0	104	12	123	23.09	1	1	6	train	105	95	163
5364	6	0	0	112	7.5	83.2	23.39	1	4	2	train	77	90	96
5365	6	0	0	56	9.23	84.26	23.27	1	5	1	train	65	90	96
5367	10	0	0	140	8.2	91.63	23.67	1	4	6	train	86	90	96
5368	4	0	0	75	6	92.92	23.56	1	2	2	train	85	90	96
5369	4	0	0	61	8.38	94.14	23.68	1	1	3	train	48	90	96
5371	7	0	0	177	6.36	97.95	23.55	1	4	3	test	32	90	96
5372	3	0	0	41	11.14	54.49	23.19	1	1	2	train	76	90	96
5375	3	0	0	68	9.08	79.25	23.84	1	1	2	train	59	100	254
5378	7	0	0	140	9.09	91.36	23.05	1	1	6	train	70	90	96
5379	5	0	0	112	7.42	85.41	24.01	1	2	3	train	32	90	96
5380	5	0	0	78	8.16	94.89	23.25	1	2	3	train	70	90	96
5381	3	0	0	46	7.22	77.37	23.09	1	1	2	train	142	90	96
5382	4	0	0	45	10.97	79.99	23.76	1	1	3	train	72	90	96
5383	4	0	0	41	10.86	95.66	22.51	1	1	3	train	35	90	63
5384	6	0	0	52	8.81	96.09	22.4	1	1	5	train	97	95	163
5385	3	0	0	44	9.75	44.15	22.58	1	1	2	train	69	90	96
5386	4	0	0	51	8.47	86.7	23.45	1	1	3	train	37	90	63
5387	8	0	0	111	8.78	91.59	22.87	1	2	6	train	164	90	96
5389	9	0	0	90	9.84	93.93	23.07	1	3	6	test	94	90	96
5390	4	0	0	38	8.68	83.65	22.8	1	2	2	train	62	90	96
5392	8	0	0	86	9.3	98.57	23.24	1	2	6	train	75	90	96
5393	3	0	0	61	8.29	87.95	23.41	1	1	2	train	81	90	296
5394	4	0	0	39	10.68	97.24	21.68	1	1	3	test	140	100	254
5395	9	0	0	137	7.88	97.94	23.11	1	2	7	test	43	90	96
5396	4	0	0	53	10.75	78.55	23.17	1	4	0	test	68	95	138
5397	10	0	0	150	9.68	74.38	22.74	1	5	5	train	44	90	96
5398	3	0	0	38	9.82	76.98	23.41	1	1	2	train	34	90	96
5399	8	0	0	133	7.35	94.98	23.18	1	3	5	train	67	90	96
5400	4	0	0	73	9.58	72.3	23.13	1	1	3	train	40	90	96
5401	3	0	0	70	8.36	106.01	24.26	1	2	1	test	61	90	96
5402	4	0	0	56	11.72	118.47	24.2	1	2	2	test	49	90	96
5403	6	0	0	43	10.64	78.14	22.2	1	2	4	train	78	90	96
5406	7	0	0	64	8.68	84.19	22.81	1	1	6	train	130	100	176
5407	4	0	0	49	9.1	93.5	23.2	1	2	2	train	38	90	63
5409	8	0	0	52	8.16	92.86	21.94	1	1	7	train	51	90	96
5410	5	0	0	34	9.66	104.5	22.21	1	1	4	train	98	95	163
5411	6	1	0	47	10.57	103.5	22.1	1	2	4	train	430	90	406
5412	3	0	0	47	8.39	87.91	23.57	1	1	2	train	55	90	96
5414	3	0	0	34	7.4	111.3	22.59	1	1	2	train	54	100	176
5415	6	0	0	131	7.71	61.38	23.05	1	4	2	train	103	100	176
5416	6	1	0	90	8.88	89.02	22.95	1	1	5	train	169	90	234
5417	6	0	0	69	9.57	88.52	22.51	1	1	5	train	44	90	63
5418	3	0	0	45	11.13	94.33	22.88	1	2	1	train	180	95	138
5419	9	0	0	89	10.86	93.5	22.52	1	1	8	train	95	90	96
5420	3	0	0	52	9.44	83.01	23.41	1	1	2	train	51	90	96
5421	6	0	0	85	11.29	121.23	23.56	1	2	4	train	55	90	96
5422	10	0	0	194	7.29	85.69	23.53	1	1	9	train	168	95	153
5423	5	0	0	61	12.12	114.19	23.18	1	2	3	train	33	90	96
5424	4	0	0	57	9.95	104.02	23.43	1	1	3	train	190	100	254
5425	3	0	0	34	7.77	98.68	21.78	1	2	1	train	52	90	96
5426	7	0	0	117	14.41	127.04	23.21	1	3	4	test	43	90	96
5427	4	0	0	87	8.35	75.01	24.18	1	2	2	test	70	90	96
5428	3	0	0	37	6.81	82.28	22.65	1	1	2	train	47	90	96
5429	4	0	0	53	7.35	90.92	23.92	1	1	3	train	118	90	96
5432	3	0	0	55	10.41	93.19	22.85	1	1	2	train	125	95	163
5433	3	0	0	34	11.01	82.03	22.52	1	2	1	train	60	90	96
5434	9	0	0	94	8.99	85.38	23	1	6	3	test	151	100	176
5437	4	0	0	43	10.1	93.64	23.3	1	1	3	train	59	90	96
5438	4	0	0	38	7.96	84.04	22.04	1	1	3	train	39	90	96
5439	4	0	0	49	8.11	80.45	22.82	1	2	2	train	40	90	63
5440	8	0	0	109	11.34	114.9	22.62	1	1	7	train	42	90	63
5442	9	0	0	159	6.3	91.37	23.44	1	5	4	test	40	90	96
5443	6	0	0	82	8.45	98.67	23.12	1	1	5	test	67	90	96
5444	4	0	0	52	7.4	98.25	23.05	1	1	3	train	48	90	96
5445	6	0	0	47	9.9	85.5	22.82	1	1	5	train	56	100	173
5446	5	0	0	123	8.09	77.55	23.87	1	2	3	train	81	90	96
5447	5	0	0	68	8.04	87.33	22.51	1	2	3	train	67	90	96
5448	4	0	0	45	9.57	87.51	23.18	1	1	3	train	61	90	96
5450	4	0	0	61	12.27	115.07	22.42	1	1	3	train	40	90	96
5455	8	0	0	126	9.61	69.29	23.11	1	3	5	train	53	90	96
5457	7	0	0	94	10.91	115.48	22.46	1	1	6	train	72	90	96
5458	6	0	0	74	13.54	121.14	23.01	1	2	4	train	40	90	96
5459	4	0	0	42	7	95.8	22.8	1	2	2	train	40	90	63
5462	3	0	0	60	8.44	74.58	23.48	1	2	1	test	73	95	163
5463	4	0	0	42	9.2	91.86	22.67	1	1	3	train	57	90	96
5464	4	0	0	56	7.98	79.37	23.86	1	2	2	test	76	100	119
5467	3	0	0	40	10.07	95.58	23.23	1	1	2	train	61	90	96
5468	7	0	0	64	8.57	76.26	22.33	1	1	6	test	122	90	96
5469	4	0	0	35	10.17	88.79	21.59	1	1	3	train	56	100	175
5470	8	0	0	77	11.5	107.95	22.74	1	1	7	train	66	90	96
5471	4	0	0	61	12.13	119.68	22.94	1	1	3	train	33	90	96
5472	5	0	0	42	7.66	91.35	22.24	1	1	4	train	100	95	153
5474	8	0	0	105	7.38	93.42	22.62	1	2	6	train	77	90	96
5476	4	0	0	40	9.89	68.94	22.84	1	1	3	train	334	90	365
5478	4	0	0	49	7.21	92.69	23	1	1	3	train	58	90	96
5479	3	0	0	58	7.17	84.45	23.07	1	1	2	train	64	90	96
5480	5	0	0	47	8.35	91.3	22.54	1	1	4	train	62	90	96
5481	7	0	0	114	8.24	87.61	23.28	1	1	6	train	183	100	176
5482	6	0	0	125	7.31	69.64	23.44	1	3	3	train	40	90	63
5484	6	0	0	113	9.62	112.53	23.56	1	3	3	train	32	90	96
5485	4	0	0	55	9.53	98.15	22.72	1	2	2	train	36	90	96
5486	5	0	0	77	8.57	92.68	22.97	1	2	3	train	99	90	187
5487	5	0	0	70	9.3	76.07	22.73	1	2	3	train	38	90	96
5489	7	0	0	97	7.84	90.24	22.95	1	3	4	test	69	90	96
5490	8	0	0	85	11.95	117.19	22.9	1	1	7	train	122	90	187
5491	8	0	0	100	7.96	94.13	23.16	1	1	7	train	216	90	96
5493	3	0	0	44	5.38	100.47	23.31	0	0	3	test	56	90	96
5494	4	0	0	61	6.24	93.03	23.81	1	2	2	train	94	100	176
5495	3	0	0	44	11.13	102.4	22.65	1	2	1	train	64	90	96
5496	6	0	0	99	8.55	99.23	23.02	1	1	5	test	51	90	96
5498	6	0	0	58	8.91	95.51	23.42	1	1	5	train	72	90	96
5499	5	0	0	53	6.87	93.77	22.58	1	1	4	test	45	90	96
5500	6	0	0	91	7.68	86.94	23.35	1	3	3	train	64	90	96
5502	10	0	0	146	9.59	104.09	23.34	1	1	9	train	126	95	163
5504	6	0	0	109	7.27	80.54	23.42	1	3	3	train	112	95	163
5506	3	0	0	49	8.55	95.17	22.69	1	2	1	train	123	90	187
5507	3	0	0	45	10.16	76.98	23.03	1	2	1	train	59	90	96
5508	3	0	0	43	10.48	58.36	22.6	1	1	2	train	36	90	63
5510	4	0	0	50	10.02	113.28	22.33	1	3	1	train	54	95	153
5512	4	0	0	37	9.51	85.88	23.09	1	1	3	train	31	90	96
5513	6	0	0	95	9.54	88.81	22.73	1	1	5	train	70	90	96
5514	4	0	0	84	8.29	74.35	23.52	1	1	3	train	46	90	63
5515	5	0	0	35	10.79	102.97	22.68	1	1	4	train	366	100	254
5516	4	0	0	50	8.05	95.59	23.11	1	1	3	train	60	90	96
5517	7	0	0	112	7.5	87.64	23.39	1	1	6	train	80	90	96
5520	4	0	0	40	8.38	99.31	22.54	1	2	2	train	60	90	96
5523	5	0	0	88	10.31	94.7	23.26	1	1	4	train	67	100	185
5525	6	0	0	117	6.66	96.11	23.67	1	1	5	train	76	90	96
5526	8	0	0	145	8.92	82.37	23.34	1	6	2	test	54	90	63
5527	7	0	0	60	10.95	106.61	22.45	1	1	6	test	65	90	96
5528	3	0	0	47	7.54	105.3	23.45	1	1	2	train	52	90	96
5530	3	0	0	44	8.25	85.09	23.05	1	1	2	train	59	90	96
5531	7	0	0	99	8.77	105.66	22.91	1	2	5	train	92	90	96
5532	6	0	0	58	7.71	86.25	22.91	1	3	3	train	64	95	163
5533	3	0	0	71	6.5	87.25	23.48	1	2	1	train	64	90	96
5534	4	0	0	39	6.4	99.77	22.03	1	2	2	test	126	90	96
